StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q93,Q95,Q97,Q99,Q101,Q103,Q105,Q107,Q109,Q111,Q113,Q115,Q117,Q119,Q121,Q123,Q125,Q127,Q129,Q131,Basketball Time_First Click,Basketball Time_Last Click,Basketball Time_Page Submit,Basketball Time_Click Count,Sister P1 Time_First Click,Sister P1 Time_Last Click,Sister P1 Time_Page Submit,Sister P1 Time_Click Count,Sex Pref,Basketball T1 Belief_1,Basketball  T1Action_1,Basketball T1Emotion,AC1:BB,AC1:BB_DO,AC2:BB,AC2:BB_DO,AC3:BB,AC3:BB_DO,AC4:BB,AC4:BB_DO,AC5:BB,AC5:BB_DO,Basketball T2 Belief_1,Basketball T2Action_1,Basketball T2Emotion,Basketball T3 Action_1,Basketball T4_1,Sister P2 Time_First Click,Sister P2 Time_Last Click,Sister P2 Time_Page Submit,Sister P2 Time_Click Count,Sister P3 Time_First Click,Sister P3 Time_Last Click,Sister P3 Time_Page Submit,Sister P3 Time_Click Count,Sister T1 Belief_1,Sister T1 Action_1,Sister T1 Emotions,AC1:S,AC2:S,AC2:S_DO,AC3:S,AC3:S_DO,AC4:S,AC4:S_DO,AC5:S,AC5:S_DO,Sister T2 Belief_1,Sister T2 Action_1,Sister T2 Emotions,Sister T3 Action_1,Sister T4 Action_1,Female Rom Time_First Click,Female Rom Time_Last Click,Female Rom Time_Page Submit,Female Rom Time_Click Count,Male Rom Time_First Click,Male Rom Time_Last Click,Male Rom Time_Page Submit,Male Rom Time_Click Count,Partner T1 Belief_1,Partner T1 Action_1,Partner T1 Emotion,AC 1 Partner,AC 1 Partner_DO,AC 2 Partner,AC 3 Partner,AC 3 Partner_DO,AC 4 Partner,AC 4 Partner_DO,AC 5 Partner,Partner T2 Belief_1,Partner T2 Action_1,Partner T2 Emotions,Partner T3 Action_1,Partner T4 Action_1,Age,Sex,Siblings,Sons,Daughters,Rel Status,Ed,Income,MTurk ID,Feedback,SC0,SC1,SC2,SC3,SC4,BotCheckUS,Attention Check Basketball,Attention Check Sister,Attention Check Partner,MTurkCode,FL_129_DO,FL_38_DO,FL_32_DO,FL_241_DO,VowelTest_DO,T1DependentVariables:Basketball_DO,AttentionCheck:Basketball_DO,T2DependentVariables:Basketball_DO,T1DependentVariables:Sister_DO,AttentionCheck:Sister_DO,T2DependentVariables:Sister_DO,T1DependentVariables:Partner_DO,AttentionCheck:Partner_DO,T2DependentVariables:Partner_DO
2020-12-28 12:20:56,2020-12-28 12:28:37,IP Address,162.196.176.250,100,460,True,2020-12-28 12:28:37,R_8p66hqj6cN88NTX,,,,,34.2548065185546875,-118.5879974365234375,anonymous,EN,,,,,,,,,,,,,,,ea,,,,,,,,,,42.194,42.73,44.416,2,,,,,,,,,,,,,,,,,,,,12.392,52.672,54.262,4,4.749,12.557,60.996,3,36,27,"Guilty,Devious,Jealous",True,Groping her,Drug use|Drinking and driving|Groping her|Stealing from you,Your brother-in-law lost his house in a fire,Your brother-in-law lost his house in a fire|Your brother-in-law sold his house and is waiting to buy a new one|Yourbrother-in-law just moved to the area and needed a place to stay|Your brother-in-law lost his job,,,,,0,0,"Guilty,Neutral,Devious,Jealous",100,0,,,,,,,,,,,,,,,,,,,,,,,,,51,Male,1,0,0,Previously divorced and currently in another long-term relationship,Bachelor's degree,60000,A3EYRDEQ7CXUMN,"thank you for this important study. I hope I can participate in more in the future. ",1,1,0,3,0,1,,3,,34736821,SisterVignettePage1,,VerbalRequest:Sister,,Q121,,,,Sister T1 DV|Sister T1 Belief|Sister T1 Action|Sister T1 Emotions,AC1:S|AC2:S|AC3:S,Sister T2 DV|Sister T2 Belief|Sister T2 Action|Sister T2 Emotions,,,
2020-12-28 12:23:15,2020-12-28 12:28:39,IP Address,96.245.92.22,100,323,True,2020-12-28 12:28:40,R_2tlq5nyVxYjmbu3,,,,,39.935699462890625,-75.183197021484375,anonymous,EN,,,,,,,aie,,,,,,,,,,,,,,,,,,26.564,27.273,27.816,2,,,,,,,,,,,,,,,,,,,,0,0,32.198,0,6.547,31.624,45.872,4,72,46,"Angry,Scared,Distressed,Jealous,Violated",,,,Your brother-in-law lost his house in a fire,Your brother-in-law lost his job|Yourbrother-in-law just moved to the area and needed a place to stay|Your brother-in-law lost his house in a fire|Your brother-in-law sold his house and is waiting to buy a new one,Your mother,Your brother|You best friend|Your mother|Your father,Jealous,Happy|Intelligent|Jealous|Scared,95,100,"Suicidal,Depressed,Scared,Distressed,Traumatized,Violated",100,0,,,,,,,,,,,,,,,,,,,,,,,,,53,Female,6,0,0,Married,Master's degree,118000,A2NEFRREWF33YP,,0,1,0,3,0,1,,3,,19429103,SisterVignettePage1,,SuicideAttempt:Sister,,Q105,,,,Sister T1 DV|Sister T1 Belief|Sister T1 Action|Sister T1 Emotions,AC5:S|AC3:S|AC4:S,Sister T2 DV|Sister T2 Belief|Sister T2 Action|Sister T2 Emotions,,,
2020-12-28 12:21:48,2020-12-28 12:28:40,IP Address,24.51.205.129,100,412,True,2020-12-28 12:28:41,R_10Ady9iy5Zut71o,,,,,26.243499755859375,-80.260101318359375,anonymous,EN,,,,,,,,ue,,,,,,,,,,,,,,,,,0,0,40.526,0,,,,,,,,,,,,,,,,,,,,0,0,30.084,0,3.78,20.616,38.761,2,24,50,"Angry,Mentally ill,Depressed,Distressed,Jealous",,,,Your brother-in-law lost his house in a fire,Yourbrother-in-law just moved to the area and needed a place to stay|Your brother-in-law lost his house in a fire|Your brother-in-law sold his house and is waiting to buy a new one|Your brother-in-law lost his job,Your mother,Your father|Your mother|You best friend|Your brother,Jealous,Jealous|Happy|Intelligent|Scared,81,100,"Suicidal,Mentally ill,Depressed,Distressed",100,0,,,,,,,,,,,,,,,,,,,,,,,,,51,Female,1,1,0,Divorced,Doctorate,75000,A252PMEYW7EUQC,,0,1,0,3,0,1,,3,,98733336,SisterVignettePage1,,SuicideAttempt:Sister,,Q107,,,,Sister T1 DV|Sister T1 Action|Sister T1 Belief|Sister T1 Emotions,AC5:S|AC4:S|AC3:S,Sister T2 DV|Sister T2 Action|Sister T2 Belief|Sister T2 Emotions,,,
2020-12-28 12:21:35,2020-12-28 12:28:43,IP Address,76.120.184.2,100,427,True,2020-12-28 12:28:43,R_2dSCK4TFRO4T1S2,,,,,40.1678009033203125,-80.25910186767578125,anonymous,EN,,,,,,,,,,,,,,,,,,ie,,,,,,,,,,,Males,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.901,68.2,75.802,11,10,0,"Angry,Sad,Depressed,Scared,Distressed,Devious,Jealous,Traumatized",Hitting her,Drinking and driving|Drug use|Stealing from you|Hitting her,,,,Extremely rude and avoidant,Shy|Pleasant|Kind and courteous|Extremely rude and avoidant,False,14,55,"Sad,Mentally ill,Depressed,Scared,Tired,Distressed,Traumatized",100,0,47,Male,4,1,0,Single,High school (secondary school),18000,AER5W2E21EHLD,,0,1,0,0,3,1,,,3,24883682,IntroSex,,,Depression:Partner,Q127,,,,,,,Partner T1 DV|Partner T1 Belief|Partner T1 Action|Partner T1 Emotion,AC 1 Partner|AC 5 Partner|AC 4 Partner,Partner T2 DV|Partner T2 Belief|Partner T2 Action|Partner T2 Emotions
2020-12-28 12:22:52,2020-12-28 12:28:44,IP Address,68.112.112.196,100,351,True,2020-12-28 12:28:44,R_1jIbIBCZ2S4HsG4,,,,,43.9001007080078125,-91.22760009765625,anonymous,EN,,ou,,,,,,,,,,,,,,,,,,,,,,,,,,,Males,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.271,28.964,54.016,2,20,21,"Angry,Sad,Depressed,Distressed,Devious",Hitting her,Drinking and driving|Stealing from you|Drug use|Hitting her,True,Your romantic partner,Your brother|Your old roomate|Your romantic partner|Your ex,,,,84,100,"Sad,Suicidal,Depressed,Tired,Distressed",100,0,34,Female,0,2,0,Married,High school (secondary school),71000,A3UC8KZ5O8FVX9,,0,1,0,0,3,1,,,3,19503146,IntroSex,,,SuicideAttempt:Partner,Q95,,,,,,,Partner T1 DV|Partner T1 Belief|Partner T1 Action|Partner T1 Emotion,AC 1 Partner|AC 2 Partner|AC 3 Partner,Partner T2 DV|Partner T2 Belief|Partner T2 Action|Partner T2 Emotions
2020-12-28 12:22:55,2020-12-28 12:28:45,IP Address,47.204.36.39,100,350,True,2020-12-28 12:28:45,R_3J4nQG0WUySLlhW,,,,,28.0946044921875,-81.49900054931640625,anonymous,EN,,,,,,,,,,ae,,,,,,,,,,,,,,,,,,,Males,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,109.397,0,100,100,"Angry,Sad,Depressed,Traumatized,Violated",Hitting her,Hitting her|Drinking and driving|Drug use|Stealing from you,True,Your romantic partner,Your ex|Your romantic partner|Your old roomate|Your brother,,,,100,100,"Angry,Sad,Suicidal,Depressed,Scared,Distressed,Traumatized,Violated",100,0,52,Male,4,1,1,Married,Bachelor's degree,158000,A2XPWASDT8AYXH,none,0,1,0,0,3,1,,,3,42983204,IntroSex,,,SuicideAttempt:Partner,Q111,,,,,,,Partner T1 DV|Partner T1 Action|Partner T1 Belief|Partner T1 Emotion,AC 1 Partner|AC 2 Partner|AC 3 Partner,Partner T2 DV|Partner T2 Belief|Partner T2 Action|Partner T2 Emotions
2020-12-28 12:21:18,2020-12-28 12:28:45,IP Address,172.85.99.43,100,446,True,2020-12-28 12:28:46,R_2Vz2WfHSwEVqljq,,,,,34.0583953857421875,-118.2779998779296875,anonymous,EN,,,,,,,aie,,,,,,,,,,,,,,,,,,3.161,3.161,33.439,1,,,,,,,,,,,,,,,,,,,,39.415,39.415,41.095,1,2.824,45.134,53.698,2,83,95,"Depressed,Scared,Distressed",True,,,Your brother-in-law lost his house in a fire,Your brother-in-law sold his house and is waiting to buy a new one|Yourbrother-in-law just moved to the area and needed a place to stay|Your brother-in-law lost his job|Your brother-in-law lost his house in a fire,,,Jealous,Intelligent|Jealous|Happy|Scared,83,95,"Angry,Distressed,Jealous",100,0,,,,,,,,,,,,,,,,,,,,,,,,,36,Male,1,0,1,Married,Master's degree,10000,A4VUQ6627RJX8,,0,1,0,3,0,1,,3,,23806156,SisterVignettePage1,,Depression:Sister,,Q105,,,,Sister T1 DV|Sister T1 Action|Sister T1 Belief|Sister T1 Emotions,AC5:S|AC3:S|AC1:S,Sister T2 DV|Sister T2 Action|Sister T2 Belief|Sister T2 Emotions,,,
2020-12-28 12:22:27,2020-12-28 12:28:45,IP Address,92.119.177.94,100,378,True,2020-12-28 12:28:46,R_3NRiG9BcVoZSWC1,,,,,40.7156982421875,-74,anonymous,EN,,ou,,,,,,,,,,,,,,,,,,,,,,,2.481,5.244,20.9,5,,,,,,,,,,,,,,,,,,,,2.936,28.651,30.3,2,20.238,38.735,39.434,3,1,1,"Angry,Sad,Depressed,Distressed,Jealous",,Groping her,Drinking and driving|Drug use|Stealing from you|Groping her,Your brother-in-law lost his house in a fire,Your brother-in-law lost his job|Yourbrother-in-law just moved to the area and needed a place to stay|Your brother-in-law sold his house and is waiting to buy a new one|Your brother-in-law lost his house in a fire,,,Jealous,Scared|Happy|Intelligent|Jealous,25,46,"Angry,Suicidal,Depressed,Tired,Distressed,Devious,Traumatized",100,0,,,,,,,,,,,,,,,,,,,,,,,,,26,Male,2,0,0,Unmarried in a long-term relationship,High school (secondary school),49000,ANONYKAVCEV2H,,1,1,0,3,0,1,,3,,70155275,SisterVignettePage1,,SuicideAttempt:Sister,,Q95,,,,Sister T1 DV|Sister T1 Action|Sister T1 Belief|Sister T1 Emotions,AC2:S|AC5:S|AC3:S,Sister T2 DV|Sister T2 Belief|Sister T2 Action|Sister T2 Emotions,,,
2020-12-28 12:21:34,2020-12-28 12:28:46,IP Address,24.241.220.19,100,432,True,2020-12-28 12:28:46,R_3ecwBJYIuhoYvwR,,,,,34.2758941650390625,-86.204498291015625,anonymous,EN,,,,,,,,,,,,,ea,,,,,,,,0,0,21.073,0,,,,,,58,57,"Jealous,Violated",The star player on your college's basketball team,The star player on your college's basketball team|The president of the college|The coach of your college's basketball team|Your sister,,,,,Sexual assault,Theft|Accepting bribes|Sexual assault|Cheating,Very succesful,Very unsuccessful|Much smaller|Much larger|Very succesful,79,73,"Jealous,Violated",73,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,Male,1,1,0,Married,Bachelor's degree,38000,ABPEJKNYG07NF,Great,0,1,3,0,0,1,3,,,8358898,BasketballVignette,SuicideAttempt:Basketball,,,Q117,Basketball T1 DV|Basketball  T1Action|Basketball T1 Belief|Basketball T1Emotion,AC5:BB|AC1:BB|AC4:BB,Basketball T2 DV|Basketball T2 Belief|Basketball T2Action|Basketball T2Emotion,,,,,,
2020-12-28 12:22:14,2020-12-28 12:28:48,IP Address,73.25.211.6,100,393,True,2020-12-28 12:28:48,R_2xz8W9ibK7ebmYL,,,,,45.6652069091796875,-122.5214996337890625,anonymous,EN,,,,,,,,,,,,,,,,,ae,,,,77.116,83.907,96.425,2,,,,,,45,50,"Angry,Sad,Depressed,Distressed,Jealous,Traumatized,Violated",The star player on your college's basketball team,The coach of your college's basketball team|Your sister|The president of the college|The star player on your college's basketball team,Hard to deal with,Unselfish|Easy going|Shy|Hard to deal with,,,Sexual assault,Accepting bribes|Cheating|Sexual assault|Theft,,,85,85,"Sad,Depressed,Scared,Distressed,Traumatized",100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,Female,1,0,1,Married,Bachelor's degree,80000,A1FG2G9TZSDN,,0,1,3,0,0,1,3,,,89225212,BasketballVignette,Depression:Basketball,,,Q125,Basketball T1 DV|Basketball  T1Action|Basketball T1 Belief|Basketball T1Emotion,AC1:BB|AC2:BB|AC4:BB,Basketball T2 DV|Basketball T2 Belief|Basketball T2Action|Basketball T2Emotion,,,,,,
2020-12-28 12:23:28,2020-12-28 12:28:51,IP Address,70.37.204.77,100,322,True,2020-12-28 12:28:51,R_3j6dmqCUwyrD8Rd,,,,,42.8849029541015625,-98.705902099609375,anonymous,EN,,,,ui,,,,,,,,,,,,,,,,,,,,,0,0,11.986,0,,,,,,,,,,,,,,,,,,,,0,0,95.045,0,0,0,13.829,0,25,25,"Angry,Sad,Distressed,Devious,Jealous,Violated",True,Groping her,Stealing from you|Groping her|Drug use|Drinking and driving,,,Your mother,Your brother|Your father|Your mother|You best friend,,,25,25,"Angry,Sad,Distressed,Violated",75,0,,,,,,,,,,,,,,,,,,,,,,,,,49,Female,1,0,0,Married,Master's degree,75000,A2TLQXGIO2LJ91,,1,1,0,3,0,1,,3,,65460503,SisterVignettePage1,,VerbalRequest:Sister,,Q99,,,,Sister T1 DV|Sister T1 Belief|Sister T1 Action|Sister T1 Emotions,AC4:S|AC2:S|AC1:S,Sister T2 DV|Sister T2 Belief|Sister T2 Action|Sister T2 Emotions,,,
2020-12-28 12:21:10,2020-12-28 12:28:51,IP Address,104.129.3.79,100,461,True,2020-12-28 12:28:51,R_21yxzIZZpUJ9US7,,,,,34.048492431640625,-118.252899169921875,anonymous,EN,,,,,,,,,,,,aoe,,,,,,,,,4.798,16.8,82.767,3,,,,,,35,30,"Angry,Distressed,Jealous",The star player on your college's basketball team,The star player on your college's basketball team|The coach of your college's basketball team|Your sister|The president of the college,Hard to deal with,Hard to deal with|Shy|Unselfish|Easy going,,,Sexual assault,Accepting bribes|Cheating|Theft|Sexual assault,,,65,60,"Depressed,Scared,Tired,Distressed,Traumatized,Violated",100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,Male,1,0,0,Married,Professional degree,225000,A3QJJR5Y3XE92N,,0,1,3,0,0,1,3,,,90694641,BasketballVignette,Crying:BasketballandBehaviorChange,,,Q115,Basketball T1 DV|Basketball T1 Belief|Basketball  T1Action|Basketball T1Emotion,AC1:BB|AC2:BB|AC4:BB,Basketball T2 DV|Basketball T2 Belief|Basketball T2Action|Basketball T2Emotion,,,,,,
2020-12-28 12:24:02,2020-12-28 12:28:53,IP Address,108.249.65.14,100,290,True,2020-12-28 12:28:53,R_1ghGFMy9OncFWDV,,,,,30.4149932861328125,-91.077301025390625,anonymous,EN,,ou,,,,,,,,,,,,,,,,,,,0,0,82.172,0,,,,,,1,1,"Angry,Jealous",The star player on your college's basketball team,The coach of your college's basketball team|The president of the college|Your sister|The star player on your college's basketball team,Hard to deal with,Shy|Hard to deal with|Unselfish|Easy going,,,Sexual assault,Theft|Accepting bribes|Cheating|Sexual assault,,,26,7,"Sad,Scared,Traumatized",100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,Female,4,1,0,Unmarried in a long-term relationship,High school (secondary school),30000,AN8GC9AGH1S9V,,0,1,3,0,0,1,3,,,96787402,BasketballVignette,Crying:Basketball,,,Q95,Basketball T1 DV|Basketball  T1Action|Basketball T1 Belief|Basketball T1Emotion,AC1:BB|AC2:BB|AC4:BB,Basketball T2 DV|Basketball T2Action|Basketball T2 Belief|Basketball T2Emotion,,,,,,
2020-12-28 12:24:37,2020-12-28 12:28:53,IP Address,74.232.11.63,100,255,True,2020-12-28 12:28:53,R_sUmiptFtQ43oUSd,,,,,33.5977020263671875,-83.454498291015625,anonymous,EN,,,,,,,,,,,,,,,,,,,ae,,,,,,,,,,Males,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.705,60.109,71.17,7,100,100,"Angry,Sad,Depressed,Scared,Distressed,Jealous,Violated",,,True,,,Extremely rude and avoidant,Shy|Extremely rude and avoidant|Pleasant|Kind and courteous,False,100,100,"Sad,Depressed,Distressed,Jealous",100,100,47,Female,2,0,1,Married,Bachelor's degree,75000,AK6M0XT7IJQQH,,0,1,0,0,3,1,,,3,34848276,IntroSex,,,VerbalRequest:Partner,Q129,,,,,,,Partner T1 DV|Partner T1 Belief|Partner T1 Action|Partner T1 Emotion,AC 2 Partner|AC 5 Partner|AC 4 Partner,Partner T2 DV|Partner T2 Belief|Partner T2 Action|Partner T2 Emotions
2020-12-28 12:22:58,2020-12-28 12:28:55,IP Address,184.96.109.120,100,356,True,2020-12-28 12:28:55,R_eahRE2vikaVadhv,,,,,39.673797607421875,-104.932403564453125,anonymous,EN,,,,,,,,,,,,,,,,,,ie,,,6.509,39.641,77.959,4,,,,,,8,24,"Angry,Devious,Jealous",The star player on your college's basketball team,The star player on your college's basketball team|The president of the college|The coach of your college's basketball team|Your sister,Hard to deal with,Hard to deal with|Unselfish|Shy|Easy going,,,,,Very succesful,Very succesful|Much larger|Much smaller|Very unsuccessful,34,38,"Distressed,Devious",99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,Male,2,0,0,Divorced,Associate degree,46500,A397HP5TSIF2LO,Good luck with your research!,0,1,3,0,0,1,3,,,25781675,BasketballVignette,VerbalRequest:Basketball,,,Q127,Basketball T1 DV|Basketball  T1Action|Basketball T1 Belief|Basketball T1Emotion,AC5:BB|AC1:BB|AC2:BB,Basketball T2 DV|Basketball T2Action|Basketball T2 Belief|Basketball T2Emotion,,,,,,
2020-12-28 12:23:03,2020-12-28 12:28:58,IP Address,75.173.84.1,100,355,True,2020-12-28 12:28:58,R_cI64qPxJ0Q3tpIt,,,,,30.69500732421875,-92.2696990966796875,anonymous,EN,,,,ui,,,,,,,,,,,,,,,,,0,0,122.799,0,,,,,,0,0,"Angry,Mentally ill,Guilty,Devious",,,Hard to deal with,Easy going|Unselfish|Hard to deal with|Shy,,,Sexual assault,Sexual assault|Accepting bribes|Cheating|Theft,Very succesful,Very unsuccessful|Much larger|Very succesful|Much smaller,0,0,"Angry,Sad,Mentally ill",100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,Male,1,2,0,Married,GED,78000,A2INXY39KBM92F,,0,1,3,0,0,1,3,,,37287025,BasketballVignette,VerbalRequest:Basketball,,,Q99,Basketball T1 DV|Basketball  T1Action|Basketball T1 Belief|Basketball T1Emotion,AC4:BB|AC5:BB|AC2:BB,Basketball T2 DV|Basketball T2 Belief|Basketball T2Action|Basketball T2Emotion,,,,,,
2020-12-28 12:24:13,2020-12-28 12:28:58,IP Address,98.224.113.136,100,285,True,2020-12-28 12:28:59,R_241NMODF9m8lMxO,,,,,36.9427947998046875,-120.0825958251953125,anonymous,EN,,,,,,,,,,,,,,,,,,,ae,,,,,,,,,,Females,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,50.573,0,,,,,5,2,"Angry,Sad,Scared,Distressed,Jealous",,,,Your romantic partner,Your romantic partner|Your ex|Your old roomate|Your brother,Extremely rude and avoidant,Kind and courteous|Pleasant|Shy|Extremely rude and avoidant,False,0,0,"Angry,Sad,Devious,Jealous",100,0,29,Male,0,0,0,Single,Bachelor's degree,85000,AIOLG7U4ZM44P,,0,1,0,0,3,1,,,3,74613814,IntroSex,,,VerbalRequest:Partner,Q129,,,,,,,Partner T1 DV|Partner T1 Belief|Partner T1 Action|Partner T1 Emotion,AC 3 Partner|AC 5 Partner|AC 4 Partner,Partner T2 DV|Partner T2 Belief|Partner T2 Action|Partner T2 Emotions
2020-12-28 12:24:59,2020-12-28 12:28:59,IP Address,99.127.226.27,100,239,True,2020-12-28 12:28:59,R_3R8gGKOzryjvw7A,,,,,37.777099609375,-122.40599822998046875,anonymous,EN,,,,,,oaie,,,,,,,,,,,,,,,,,,,,,,,Males,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.807,17.807,40.786,1,40,50,"Angry,Sad,Scared,Distressed,Jealous",Hitting her,Hitting her|Stealing from you|Drinking and driving|Drug use,True,Your romantic partner,Your romantic partner|Your brother|Your ex|Your old roomate,,,,15,20,"Angry,Sad,Scared,Distressed,Jealous",87,0,59,Female,4,0,0,Previously divorced and currently in another long-term relationship,Bachelor's degree,119000,A1B179AI3LZKWS,,0,1,0,0,3,1,,,3,16175919,IntroSex,,,Crying:Partner,Q103,,,,,,,Partner T1 DV|Partner T1 Action|Partner T1 Belief|Partner T1 Emotion,AC 2 Partner|AC 1 Partner|AC 3 Partner,Partner T2 DV|Partner T2 Action|Partner T2 Belief|Partner T2 Emotions
2020-12-28 12:26:18,2020-12-28 12:29:04,IP Address,107.193.193.77,100,166,True,2020-12-28 12:29:05,R_2w4f1ZYWC5bUfCk,,,,,41.779693603515625,-87.87200164794921875,anonymous,EN,,,,,,,,,,,,,,,,,,,ae,,,,,,20.402,20.402,24.613,1,,,,,,,,,,,,,,,,,,,,9.128,9.128,25.974,1,2.37,24.798,40.039,2,16,22,"Mentally ill,Jealous",True,,,Your brother-in-law lost his job,Your brother-in-law lost his house in a fire|Your brother-in-law sold his house and is waiting to buy a new one|Yourbrother-in-law just moved to the area and needed a place to stay|Your brother-in-law lost his job,Your mother,Your brother|You best friend|Your father|Your mother,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,0,1,,2,,,SisterVignettePage1,,,,Q129,,,,Sister T1 DV|Sister T1 Belief|Sister T1 Action|Sister T1 Emotions,AC3:S|AC4:S|AC1:S,,,,
2020-12-28 12:28:46,2020-12-28 12:29:05,IP Address,173.29.188.11,100,19,True,2020-12-28 12:29:06,R_3lshopdphMHLgFt,,,,,41.12249755859375,-88.8307037353515625,anonymous,EN,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,Q111,,,,,,,,,
2020-12-28 12:22:15,2020-12-28 12:29:06,IP Address,98.153.62.153,100,410,True,2020-12-28 12:29:06,R_31HF5VXL837gSjJ,,,,,33.8206024169921875,-118.03399658203125,anonymous,EN,,,,,ea,,,,,,,,,,,,,,,,,,,,,,,,Females,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36,2.964,27.261,2,,,,,5,5,"Angry,Distressed,Jealous",,,,Your romantic partner,Your ex|Your brother|Your romantic partner|Your old roomate,Extremely rude and avoidant,Shy|Extremely rude and avoidant|Pleasant|Kind and courteous,False,10,20,"Depressed,Jealous",100,0,27,Male,2,1,1,Married,Associate degree,48000,A2Z4TD1NOBHEGR,None,0,1,0,0,3,1,,,3,67665020,IntroSex,,,VerbalRequest:Partner,Q101,,,,,,,Partner T1 DV|Partner T1 Belief|Partner T1 Action|Partner T1 Emotion,AC 5 Partner|AC 3 Partner|AC 4 Partner,Partner T2 DV|Partner T2 Action|Partner T2 Belief|Partner T2 Emotions
2020-12-28 12:22:54,2020-12-28 12:29:09,IP Address,172.58.109.132,100,374,True,2020-12-28 12:29:09,R_2ScolmpeQKKRsyE,,,,,32.75970458984375,-97.101898193359375,anonymous,EN,,,,,,,,,,,,,,,,ueio,,,,,,,,,14.946,22.778,36.58,2,,,,,,,,,,,,,,,,,,,,0,0,28.388,0,19.821,29.016,42.464,3,60,60,"Angry,Scared,Jealous,Violated",,Groping her,Stealing from you|Groping her|Drinking and driving|Drug use,,,Your mother,You best friend|Your mother|Your brother|Your father,Jealous,Intelligent|Scared|Happy|Jealous,100,100,"Sad,Suicidal,Depressed,Scared,Distressed,Violated",100,100,,,,,,,,,,,,,,,,,,,,,,,,,27,Male,2,0,0,Married,Bachelor's degree,75000,AM5DZDG51U3XO,,1,1,0,3,0,1,,3,,64975171,SisterVignettePage1,,SuicideAttempt:Sister,,Q123,,,,Sister T1 DV|Sister T1 Action|Sister T1 Belief|Sister T1 Emotions,AC2:S|AC5:S|AC4:S,Sister T2 DV|Sister T2 Action|Sister T2 Belief|Sister T2 Emotions,,,
2020-12-28 12:22:33,2020-12-28 12:29:10,IP Address,45.18.200.170,100,397,True,2020-12-28 12:29:10,R_1puKTdOYjlzCMXy,,,,,38.26519775390625,-85.6230010986328125,anonymous,EN,,ou,,,,,,,,,,,,,,,,,,,,,,,,,,,Males,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,99.092,0,6,7,"Angry,Depressed,Scared,Distressed,Devious,Jealous",,,True,,,Extremely rude and avoidant,Kind and courteous|Shy|Pleasant|Extremely rude and avoidant,False,6,7,"Angry,Sad,Suicidal,Depressed,Scared,Tired,Distressed,Devious,Jealous",100,0,62,Female,3,1,0,Divorced,Associate degree,32300,A169WH54HMYS5Z,na,0,1,0,0,3,1,,,3,61546248,IntroSex,,,Depression:Partner,Q95,,,,,,,Partner T1 DV|Partner T1 Action|Partner T1 Belief|Partner T1 Emotion,AC 2 Partner|AC 4 Partner|AC 5 Partner,Partner T2 DV|Partner T2 Belief|Partner T2 Action|Partner T2 Emotions
